"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0050011757","0000000018",2021-12-29,"0000000018",2021-12-31,K4,"2021012","","100000006",EMEA,USD,56504.24,50226.00,6278.24,"","",C
"0050011872","0000000018",2022-01-26,"0000000018",2022-01-28,K4,"2022001","","100000011",EMEA,USD,17661.37,15699.00,1962.37,"","",C
"0050011996","0000000003",2022-03-05,"0000000003",2022-03-07,K4,"2022003","","100000035",EMEA,USD,17212.50,15300.00,1912.50,"","",C
"0050012049","0000000003",2022-03-23,"0000000003",2022-03-25,K4,"2022003","","100000007",EMEA,USD,55631.25,49450.00,6181.25,"","",C
"0050012177","0000000018",2022-05-03,"0000000018",2022-05-06,K4,"2022005","","100000014",EMEA,USD,39600.00,35200.00,4400.00,"","",C
"0050012262","0000000018",2022-05-29,"0000000018",2022-05-30,K4,"2022005","","100000011",EMEA,USD,68109.73,60542.00,7567.73,"","",C
"0050012271","0000000018",2022-06-02,"0000000018",2022-06-04,K4,"2022006","","100000011",EMEA,USD,65304.00,58048.00,7256.00,"","",C
"0050012532","0000000003",2022-08-31,"0000000003",2022-09-02,K4,"2022008","","100000010",EMEA,USD,108633.33,96563.00,12070.33,"","",C
"0050012871","0000000018",2023-01-06,"0000000018",2023-01-07,K4,"2023001","","100000008",EMEA,USD,64164.37,57035.00,7129.37,"","",C
"0050000685","0000000018",2011-08-19,"0000000018",2011-08-21,K4,"2011008","","100000012",EMEA,USD,70080.74,62294.00,7786.74,"","",C
"0050000833","0000000018",2011-10-04,"0000000018",2011-10-07,K4,"2011010","","100000009",EMEA,USD,75391.86,67015.00,8376.86,"","",C
"0050001075","0000000003",2011-12-27,"0000000003",2011-12-28,K4,"2011012","","100000036",EMEA,USD,69581.25,61850.00,7731.25,"","",C
"0050001116","0000000003",2012-01-10,"0000000003",2012-01-12,K4,"2012001","","100000012",EMEA,USD,39543.75,35150.00,4393.75,"","",C
"0050001149","0000000018",2012-01-19,"0000000018",2012-01-22,K4,"2012001","","100000011",EMEA,USD,83377.09,74113.00,9264.09,"","",C
"0050001151","0000000018",2012-01-19,"0000000018",2012-01-21,K4,"2012001","","100000006",EMEA,USD,53831.25,47850.00,5981.25,"","",C
"0050001226","0000000018",2012-02-09,"0000000018",2012-02-10,K4,"2012002","","100000007",EMEA,USD,83147.60,73909.00,9238.60,"","",C
"0050001471","0000000018",2012-04-21,"0000000018",2012-04-24,K4,"2012004","","100000013",EMEA,USD,94435.87,83943.00,10492.87,"","",C
"0050001517","0000000018",2012-05-09,"0000000018",2012-05-11,K4,"2012005","","100000006",EMEA,USD,37815.73,33614.00,4201.73,"","",C
"0050001747","0000000018",2012-07-25,"0000000018",2012-07-26,K4,"2012007","","100000013",EMEA,USD,48206.25,42850.00,5356.25,"","",C
"0050001768","0000000018",2012-07-31,"0000000018",2012-08-03,K4,"2012007","","100000009",EMEA,USD,70431.73,62606.00,7825.73,"","",C
"0050002146","0000000019",2012-12-18,"0000000019",2012-12-19,K4,"2012012","","100000005",EMEA,USD,69071.62,61397.00,7674.62,"","",C
"0050002269","0000000018",2013-01-29,"0000000018",2013-02-01,K4,"2013001","","100000036",EMEA,USD,94850.96,84312.00,10538.96,"","",C
"0050002448","0000000018",2013-04-05,"0000000018",2013-04-07,K4,"2013004","","100000014",EMEA,USD,68026.49,60468.00,7558.49,"","",C
"0050002658","0000000018",2013-06-16,"0000000018",2013-06-17,K4,"2013006","","100000038",EMEA,USD,83324.23,74066.00,9258.23,"","",C
"0050002859","0000000003",2013-08-23,"0000000003",2013-08-26,K4,"2013008","","100000035",EMEA,USD,46350.00,41200.00,5150.00,"","",C
"0050002942","0000000019",2013-09-22,"0000000019",2013-09-24,K4,"2013009","","100000012",EMEA,USD,66540.37,59147.00,7393.37,"","",C
"0050002978","0000000019",2013-10-05,"0000000019",2013-10-07,K4,"2013010","","100000012",EMEA,USD,76495.49,67996.00,8499.49,"","",C
"0050002986","0000000018",2013-10-06,"0000000018",2013-10-08,K4,"2013010","","100000010",EMEA,USD,76271.62,67797.00,8474.62,"","",C
"0050003344","0000000019",2014-02-08,"0000000019",2014-02-09,K4,"2014002","","100000027",EMEA,USD,102948.73,91510.00,11438.73,"","",C
"0050003726","0000000019",2014-07-05,"0000000019",2014-07-08,K4,"2014007","","100000036",EMEA,USD,61762.50,54900.00,6862.50,"","",C
"0050003899","0000000019",2014-09-07,"0000000019",2014-09-10,K4,"2014009","","100000011",EMEA,USD,49985.99,44432.00,5553.99,"","",C
"0050003946","0000000019",2014-09-29,"0000000019",2014-10-01,K4,"2014009","","100000005",EMEA,USD,43794.00,38928.00,4866.00,"","",C
"0050003973","0000000018",2014-10-04,"0000000018",2014-10-07,K4,"2014010","","100000010",EMEA,USD,57614.62,51213.00,6401.62,"","",C
"0050004110","0000000003",2014-11-18,"0000000003",2014-11-19,K4,"2014011","","100000010",EMEA,USD,74550.36,66267.00,8283.36,"","",C
"0050004360","0000000018",2015-02-02,"0000000018",2015-02-05,K4,"2015002","","100000010",EMEA,USD,65365.86,58103.00,7262.86,"","",C
"0050004412","0000000018",2015-02-19,"0000000018",2015-02-21,K4,"2015002","","100000007",EMEA,USD,57695.61,51285.00,6410.61,"","",C
"0050004512","0000000018",2015-03-27,"0000000018",2015-03-30,K4,"2015003","","100000005",EMEA,USD,53268.75,47350.00,5918.75,"","",C
"0050004634","0000000018",2015-05-08,"0000000018",2015-05-10,K4,"2015005","","100000027",EMEA,USD,96641.95,85904.00,10737.95,"","",C
"0050004742","0000000018",2015-06-09,"0000000018",2015-06-10,K4,"2015006","","100000013",EMEA,USD,55237.50,49100.00,6137.50,"","",C
"0050004942","0000000018",2015-08-14,"0000000018",2015-08-16,K4,"2015008","","100000013",EMEA,USD,70312.50,62500.00,7812.50,"","",C
"0050005270","0000000003",2015-11-28,"0000000003",2015-12-01,K4,"2015011","","100000009",EMEA,USD,43593.75,38750.00,4843.75,"","",C
"0050005287","0000000018",2015-12-02,"0000000018",2015-12-03,K4,"2015012","","100000012",EMEA,USD,90192.35,80171.00,10021.35,"","",C
"0050005528","0000000018",2016-02-19,"0000000018",2016-02-20,K4,"2016002","","100000005",EMEA,USD,85083.74,75630.00,9453.74,"","",C
"0050005662","0000000018",2016-04-06,"0000000018",2016-04-08,K4,"2016004","","100000012",EMEA,USD,72615.37,64547.00,8068.37,"","",C
"0050005696","0000000018",2016-04-20,"0000000018",2016-04-22,K4,"2016004","","100000012",EMEA,USD,79479.00,70648.00,8831.00,"","",C
"0050005752","0000000019",2016-05-12,"0000000019",2016-05-15,K4,"2016005","","100000014",EMEA,USD,95415.71,84814.00,10601.71,"","",C
"0050006316","0000000018",2016-12-03,"0000000018",2016-12-05,K4,"2016012","","100000010",EMEA,USD,56584.12,50297.00,6287.12,"","",C
"0050006802","0000000018",2017-05-11,"0000000018",2017-05-14,K4,"2017005","","100000014",EMEA,USD,93252.35,82891.00,10361.35,"","",C
"0050006984","0000000018",2017-07-14,"0000000018",2017-07-17,K4,"2017007","","100000011",EMEA,USD,75540.37,67147.00,8393.37,"","",C
"0050007005","0000000003",2017-07-21,"0000000003",2017-07-23,K4,"2017007","","100000008",EMEA,USD,106549.85,94711.00,11838.85,"","",C
"0050007142","0000000018",2017-08-26,"0000000018",2017-08-29,K4,"2017008","","100000006",EMEA,USD,87137.98,77456.00,9681.98,"","",C
"0050007940","0000000018",2018-06-05,"0000000018",2018-06-06,K4,"2018006","","100000007",EMEA,USD,68026.48,60468.00,7558.48,"","",C
"0050008272","0000000003",2018-09-25,"0000000003",2018-09-26,K4,"2018009","","100000036",EMEA,USD,84230.97,74872.00,9358.97,"","",C
"0050008363","0000000003",2018-10-31,"0000000003",2018-11-02,K4,"2018010","","100000012",EMEA,USD,24399.00,21688.00,2711.00,"","",C
"0050008554","0000000003",2019-01-07,"0000000003",2019-01-09,K4,"2019001","","100000008",EMEA,USD,38868.75,34550.00,4318.75,"","",C
"0050008633","0000000018",2019-02-01,"0000000018",2019-02-02,K4,"2019002","","100000036",EMEA,USD,40543.87,36039.00,4504.87,"","",C
"0050009069","0000000018",2019-07-15,"0000000018",2019-07-16,K4,"2019007","","100000014",EMEA,USD,98767.10,87793.00,10974.10,"","",C
"0050009475","0000000003",2019-11-28,"0000000003",2019-11-29,K4,"2019011","","100000005",EMEA,USD,65250.00,58000.00,7250.00,"","",C
"0050009569","0000000003",2020-01-03,"0000000003",2020-01-04,K4,"2020001","","100000038",EMEA,USD,105176.23,93490.00,11686.23,"","",C
"0050009609","0000000018",2020-01-13,"0000000018",2020-01-16,K4,"2020001","","100000010",EMEA,USD,59451.74,52846.00,6605.74,"","",C
"0050009656","0000000018",2020-01-22,"0000000018",2020-01-24,K4,"2020001","","100000008",EMEA,USD,37462.50,33300.00,4162.50,"","",C
"0050009966","0000000018",2020-05-09,"0000000018",2020-05-12,K4,"2020005","","100000037",EMEA,USD,62940.37,55947.00,6993.37,"","",C
"0050010370","0000000018",2020-09-22,"0000000018",2020-09-25,K4,"2020009","","100000036",EMEA,USD,58837.50,52300.00,6537.50,"","",C
"0050010702","0000000019",2021-01-06,"0000000019",2021-01-08,K4,"2021001","","100000006",EMEA,USD,29475.00,26200.00,3275.00,"","",C
"0050011038","0000000018",2021-05-11,"0000000018",2021-05-14,K4,"2021005","","100000007",EMEA,USD,63205.87,56183.00,7022.87,"","",C
"0050011283","0000000018",2021-07-24,"0000000018",2021-07-25,K4,"2021007","","100000010",EMEA,USD,74114.98,65880.00,8234.98,"","",C
"0050011451","0000000018",2021-09-21,"0000000018",2021-09-24,K4,"2021009","","100000008",EMEA,USD,69293.24,61594.00,7699.24,"","",C
"0050011599","0000000003",2021-11-07,"0000000003",2021-11-10,K4,"2021011","","100000005",EMEA,USD,99932.58,88829.00,11103.58,"","",C
"0050011827","0000000018",2022-01-16,"0000000018",2022-01-17,K4,"2022001","","100000012",EMEA,USD,56173.49,49932.00,6241.49,"","",C
"0050012137","0000000019",2022-04-20,"0000000019",2022-04-21,K4,"2022004","","100000012",EMEA,USD,69856.87,62095.00,7761.87,"","",C
"0050012438","0000000018",2022-08-01,"0000000018",2022-08-03,K4,"2022008","","100000005",EMEA,USD,77857.84,69207.00,8650.84,"","",C
"0050012444","0000000003",2022-08-04,"0000000003",2022-08-05,K4,"2022008","","100000011",EMEA,USD,108313.85,96279.00,12034.85,"","",C
"0050000061","0000000003",2011-01-23,"0000000003",2011-01-26,K4,"2011001","","100000007",EMEA,USD,68844.37,61195.00,7649.37,"","",C
"0050000265","0000000018",2011-04-06,"0000000018",2011-04-07,K4,"2011004","","100000038",EMEA,USD,96722.98,85976.00,10746.98,"","",C
"0050000268","0000000003",2011-04-07,"0000000003",2011-04-10,K4,"2011004","","100000036",EMEA,USD,90987.72,80878.00,10109.72,"","",C
"0050001036","0000000003",2011-12-15,"0000000003",2011-12-17,K4,"2011012","","100000038",EMEA,USD,61701.74,54846.00,6855.74,"","",C
"0050001237","0000000003",2012-02-11,"0000000003",2012-02-12,K4,"2012002","","100000013",EMEA,USD,87929.98,78160.00,9769.98,"","",C
"0050001283","0000000003",2012-02-23,"0000000003",2012-02-24,K4,"2012002","","100000012",EMEA,USD,110544.72,98262.00,12282.72,"","",C
"0050001319","0000000018",2012-03-07,"0000000018",2012-03-09,K4,"2012003","","100000009",EMEA,USD,76657.48,68140.00,8517.48,"","",C
"0050001406","0000000018",2012-04-02,"0000000018",2012-04-05,K4,"2012004","","100000006",EMEA,USD,95390.97,84792.00,10598.97,"","",C
"0050001596","0000000018",2012-06-04,"0000000018",2012-06-07,K4,"2012006","","100000009",EMEA,USD,71654.61,63693.00,7961.61,"","",C
"0050001656","0000000018",2012-06-21,"0000000018",2012-06-22,K4,"2012006","","100000010",EMEA,USD,45450.00,40400.00,5050.00,"","",C
"0050002474","0000000018",2013-04-14,"0000000018",2013-04-17,K4,"2013004","","100000009",EMEA,USD,109735.84,97543.00,12192.84,"","",C
"0050002894","0000000018",2013-09-01,"0000000018",2013-09-03,K4,"2013009","","100000008",EMEA,USD,104511.35,92899.00,11612.35,"","",C
"0050002900","0000000019",2013-09-04,"0000000019",2013-09-05,K4,"2013009","","100000005",EMEA,USD,71687.24,63722.00,7965.24,"","",C
"0050002911","0000000018",2013-09-10,"0000000018",2013-09-12,K4,"2013009","","100000006",EMEA,USD,49050.00,43600.00,5450.00,"","",C
"0050003827","0000000018",2014-08-16,"0000000018",2014-08-18,K4,"2014008","","100000035",EMEA,USD,72498.36,64443.00,8055.36,"","",C
"0050003900","0000000018",2014-09-07,"0000000018",2014-09-09,K4,"2014009","","100000036",EMEA,USD,79778.22,70914.00,8864.22,"","",C
"0050003933","0000000019",2014-09-23,"0000000019",2014-09-24,K4,"2014009","","100000038",EMEA,USD,97325.98,86512.00,10813.98,"","",C
"0050004419","0000000018",2015-02-22,"0000000018",2015-02-23,K4,"2015002","","100000038",EMEA,USD,62550.00,55600.00,6950.00,"","",C
"0050004537","0000000018",2015-04-07,"0000000018",2015-04-09,K4,"2015004","","100000012",EMEA,USD,60072.74,53398.00,6674.74,"","",C
"0050004638","0000000018",2015-05-10,"0000000018",2015-05-12,K4,"2015005","","100000009",EMEA,USD,38531.25,34250.00,4281.25,"","",C
"0050004723","0000000018",2015-06-05,"0000000018",2015-06-07,K4,"2015006","","100000010",EMEA,USD,139434.73,123942.00,15492.73,"","",C
"0050004774","0000000018",2015-06-20,"0000000018",2015-06-22,K4,"2015006","","100000014",EMEA,USD,121781.22,108250.00,13531.22,"","",C
"0050005269","0000000018",2015-11-28,"0000000018",2015-11-30,K4,"2015011","","100000012",EMEA,USD,72626.60,64557.00,8069.60,"","",C
"0050005466","0000000019",2016-01-27,"0000000019",2016-01-30,K4,"2016001","","100000010",EMEA,USD,66607.86,59207.00,7400.86,"","",C
"0050005865","0000000003",2016-07-01,"0000000003",2016-07-04,K4,"2016007","","100000037",EMEA,USD,67330.12,59849.00,7481.12,"","",C
"0050005905","0000000003",2016-07-07,"0000000003",2016-07-10,K4,"2016007","","100000036",EMEA,USD,81220.50,72196.00,9024.50,"","",C
"0050005914","0000000003",2016-07-08,"0000000003",2016-07-10,K4,"2016007","","100000035",EMEA,USD,47475.00,42200.00,5275.00,"","",C
"0050006224","0000000018",2016-10-21,"0000000018",2016-10-24,K4,"2016010","","100000038",EMEA,USD,54843.75,48750.00,6093.75,"","",C
"0050007069","0000000003",2017-08-05,"0000000003",2017-08-06,K4,"2017008","","100000008",EMEA,USD,86957.97,77296.00,9661.97,"","",C
"0050007126","0000000018",2017-08-22,"0000000018",2017-08-23,K4,"2017008","","100000008",EMEA,USD,99551.22,88490.00,11061.22,"","",C
"0050007196","0000000018",2017-09-16,"0000000018",2017-09-17,K4,"2017009","","100000005",EMEA,USD,94660.86,84143.00,10517.86,"","",C
"0050007499","0000000018",2017-12-30,"0000000018",2017-12-31,K4,"2017012","","100000010",EMEA,USD,73407.35,65251.00,8156.35,"","",C
"0050007626","0000000018",2018-02-09,"0000000018",2018-02-10,K4,"2018002","","100000012",EMEA,USD,72653.61,64581.00,8072.61,"","",C
"0050007886","0000000018",2018-05-13,"0000000018",2018-05-16,K4,"2018005","","100000036",EMEA,USD,65193.75,57950.00,7243.75,"","",C
"0050007930","0000000019",2018-06-01,"0000000019",2018-06-03,K4,"2018006","","100000014",EMEA,USD,107768.21,95794.00,11974.21,"","",C
"0050007985","0000000018",2018-06-25,"0000000018",2018-06-27,K4,"2018006","","100000008",EMEA,USD,98678.22,87714.00,10964.22,"","",C
"0050008548","0000000018",2019-01-07,"0000000018",2019-01-09,K4,"2019001","","100000011",EMEA,USD,79625.23,70778.00,8847.23,"","",C
"0050008737","0000000018",2019-03-12,"0000000018",2019-03-15,K4,"2019003","","100000035",EMEA,USD,63727.87,56647.00,7080.87,"","",C
"0050009174","0000000018",2019-08-24,"0000000018",2019-08-25,K4,"2019008","","100000008",EMEA,USD,103064.59,91613.00,11451.59,"","",C
"0050009313","0000000018",2019-10-11,"0000000018",2019-10-12,K4,"2019010","","100000005",EMEA,USD,42131.25,37450.00,4681.25,"","",C
"0050010614","0000000018",2020-12-03,"0000000018",2020-12-04,K4,"2020012","","100000038",EMEA,USD,62567.99,55616.00,6951.99,"","",C
"0050010755","0000000019",2021-01-27,"0000000019",2021-01-30,K4,"2021001","","100000005",EMEA,USD,43367.62,38549.00,4818.62,"","",C
"0050010808","0000000018",2021-02-20,"0000000018",2021-02-21,K4,"2021002","","100000011",EMEA,USD,46451.24,41290.00,5161.24,"","",C
"0050010842","0000000019",2021-03-05,"0000000019",2021-03-06,K4,"2021003","","100000010",EMEA,USD,120851.97,107424.00,13427.97,"","",C
"0050011149","0000000003",2021-06-10,"0000000003",2021-06-13,K4,"2021006","","100000008",EMEA,USD,116197.85,103287.00,12910.85,"","",C
"0050011703","0000000018",2021-12-07,"0000000018",2021-12-08,K4,"2021012","","100000035",EMEA,USD,52256.25,46450.00,5806.25,"","",C
"0050012416","0000000018",2022-07-23,"0000000018",2022-07-26,K4,"2022007","","100000006",EMEA,USD,56754.00,50448.00,6306.00,"","",C
"0050012727","0000000018",2022-11-11,"0000000018",2022-11-13,K4,"2022011","","100000012",EMEA,USD,76081.46,67628.00,8453.46,"","",C
"0050012751","0000000018",2022-11-23,"0000000018",2022-11-25,K4,"2022011","","100000029",EMEA,USD,95525.99,84912.00,10613.99,"","",C
"0050012895","0000000019",2023-01-15,"0000000019",2023-01-17,K4,"2023001","","100000005",EMEA,USD,85160.25,75698.00,9462.25,"","",C
"0050000017","0000000018",2011-01-09,"0000000018",2011-01-11,K4,"2011001","","100000037",EMEA,USD,114798.34,102043.00,12755.34,"","",C
"0050000022","0000000018",2011-01-12,"0000000018",2011-01-15,K4,"2011001","","100000037",EMEA,USD,92562.73,82278.00,10284.73,"","",C
"0050000083","0000000003",2011-01-31,"0000000003",2011-02-03,K4,"2011001","","100000037",EMEA,USD,83345.62,74085.00,9260.62,"","",C
"0050000195","0000000018",2011-03-13,"0000000018",2011-03-14,K4,"2011003","","100000007",EMEA,USD,109876.45,97668.00,12208.45,"","",C
"0050001146","0000000018",2012-01-19,"0000000018",2012-01-21,K4,"2012001","","100000014",EMEA,USD,89074.10,79177.00,9897.10,"","",C
"0050001186","0000000003",2012-01-30,"0000000003",2012-02-02,K4,"2012001","","100000036",EMEA,USD,69356.25,61650.00,7706.25,"","",C
"0050001213","0000000018",2012-02-08,"0000000018",2012-02-11,K4,"2012002","","100000035",EMEA,USD,72211.48,64188.00,8023.48,"","",C
"0050001284","0000000018",2012-02-24,"0000000018",2012-02-25,K4,"2012002","","100000007",EMEA,USD,64951.87,57735.00,7216.87,"","",C
"0050001382","0000000018",2012-03-25,"0000000018",2012-03-28,K4,"2012003","","100000010",EMEA,USD,113693.58,101061.00,12632.58,"","",C
"0050001761","0000000018",2012-07-28,"0000000018",2012-07-31,K4,"2012007","","100000028",EMEA,USD,75873.36,67443.00,8430.36,"","",C
"0050001819","0000000018",2012-08-15,"0000000018",2012-08-16,K4,"2012008","","100000005",EMEA,USD,61499.24,54666.00,6833.24,"","",C
"0050001951","0000000019",2012-10-01,"0000000019",2012-10-03,K4,"2012010","","100000008",EMEA,USD,117926.97,104824.00,13102.97,"","",C
"0050002014","0000000019",2012-10-27,"0000000019",2012-10-30,K4,"2012010","","100000035",EMEA,USD,70851.36,62979.00,7872.36,"","",C
"0050002290","0000000019",2013-02-05,"0000000019",2013-02-06,K4,"2013002","","100000014",EMEA,USD,68511.37,60899.00,7612.37,"","",C
"0050002345","0000000018",2013-02-24,"0000000018",2013-02-25,K4,"2013002","","100000014",EMEA,USD,98976.36,87979.00,10997.36,"","",C
"0050002429","0000000018",2013-03-29,"0000000018",2013-03-30,K4,"2013003","","100000013",EMEA,USD,112485.34,99987.00,12498.34,"","",C
"0050002518","0000000003",2013-05-02,"0000000003",2013-05-05,K4,"2013005","","100000011",EMEA,USD,74977.87,66647.00,8330.87,"","",C
"0050002860","0000000018",2013-08-23,"0000000018",2013-08-26,K4,"2013008","","100000013",EMEA,USD,71914.49,63924.00,7990.49,"","",C
"0050002872","0000000003",2013-08-25,"0000000003",2013-08-26,K4,"2013008","","100000005",EMEA,USD,85332.36,75851.00,9481.36,"","",C
"0050002928","0000000018",2013-09-14,"0000000018",2013-09-17,K4,"2013009","","100000038",EMEA,USD,63723.35,56643.00,7080.35,"","",C
"0050002943","0000000019",2013-09-23,"0000000019",2013-09-25,K4,"2013009","","100000036",EMEA,USD,81130.47,72116.00,9014.47,"","",C
"0050003060","0000000018",2013-11-04,"0000000018",2013-11-06,K4,"2013011","","100000006",EMEA,USD,49893.75,44350.00,5543.75,"","",C
"0050003725","0000000019",2014-07-04,"0000000019",2014-07-05,K4,"2014007","","100000006",EMEA,USD,81619.87,72551.00,9068.87,"","",C
"0050003856","0000000018",2014-08-26,"0000000018",2014-08-27,K4,"2014008","","100000037",EMEA,USD,99480.35,88427.00,11053.35,"","",C
"0050003987","0000000018",2014-10-11,"0000000018",2014-10-14,K4,"2014010","","100000012",EMEA,USD,112481.98,99984.00,12497.98,"","",C
"0050004081","0000000003",2014-11-08,"0000000003",2014-11-11,K4,"2014011","","100000009",EMEA,USD,104494.47,92884.00,11610.47,"","",C
"0050004208","0000000018",2014-12-23,"0000000018",2014-12-26,K4,"2014012","","100000006",EMEA,USD,92078.98,81848.00,10230.98,"","",C
"0050004246","0000000018",2014-12-30,"0000000018",2014-12-31,K4,"2014012","","100000006",EMEA,USD,81155.24,72138.00,9017.24,"","",C
"0050004603","0000000018",2015-04-28,"0000000018",2015-04-29,K4,"2015004","","100000011",EMEA,USD,106037.96,94256.00,11781.96,"","",C
"0050005033","0000000018",2015-09-13,"0000000018",2015-09-14,K4,"2015009","","100000011",EMEA,USD,70076.23,62290.00,7786.23,"","",C
"0050005238","0000000003",2015-11-19,"0000000003",2015-11-21,K4,"2015011","","100000008",EMEA,USD,115817.58,102949.00,12868.58,"","",C
"0050005467","0000000018",2016-01-27,"0000000018",2016-01-29,K4,"2016001","","100000038",EMEA,USD,84034.10,74697.00,9337.10,"","",C
"0050005810","0000000018",2016-06-06,"0000000018",2016-06-09,K4,"2016006","","100000036",EMEA,USD,76036.47,67588.00,8448.47,"","",C
"0050005832","0000000018",2016-06-13,"0000000018",2016-06-15,K4,"2016006","","100000011",EMEA,USD,84080.24,74738.00,9342.24,"","",C
"0050005879","0000000003",2016-07-04,"0000000003",2016-07-05,K4,"2016007","","100000013",EMEA,USD,87002.97,77336.00,9666.97,"","",C
"0050006261","0000000019",2016-11-06,"0000000019",2016-11-09,K4,"2016011","","100000005",EMEA,USD,123146.97,109464.00,13682.97,"","",C
"0050006373","0000000003",2016-12-23,"0000000003",2016-12-26,K4,"2016012","","100000035",EMEA,USD,125223.70,111310.00,13913.70,"","",C
"0050006594","0000000019",2017-03-02,"0000000019",2017-03-05,K4,"2017003","","100000006",EMEA,USD,58106.25,51650.00,6456.25,"","",C
"0050006599","0000000019",2017-03-03,"0000000019",2017-03-04,K4,"2017003","","100000012",EMEA,USD,45951.74,40846.00,5105.74,"","",C
"0050006891","0000000018",2017-06-13,"0000000018",2017-06-14,K4,"2017006","","100000006",EMEA,USD,85573.10,76065.00,9508.10,"","",C
"0050006911","0000000018",2017-06-19,"0000000018",2017-06-22,K4,"2017006","","100000007",EMEA,USD,131663.20,117034.00,14629.20,"","",C
"0050007046","0000000018",2017-07-30,"0000000018",2017-08-02,K4,"2017007","","100000009",EMEA,USD,107583.72,95630.00,11953.72,"","",C
"0050007182","0000000018",2017-09-11,"0000000018",2017-09-14,K4,"2017009","","100000012",EMEA,USD,60018.75,53350.00,6668.75,"","",C
"0050008088","0000000018",2018-07-30,"0000000018",2018-08-02,K4,"2018007","","100000011",EMEA,USD,78729.74,69982.00,8747.74,"","",C
"0050008197","0000000018",2018-09-05,"0000000018",2018-09-06,K4,"2018009","","100000010",EMEA,USD,83265.72,74014.00,9251.72,"","",C
"0050008199","0000000018",2018-09-05,"0000000018",2018-09-06,K4,"2018009","","100000013",EMEA,USD,92125.11,81889.00,10236.11,"","",C
"0050008224","0000000018",2018-09-10,"0000000018",2018-09-11,K4,"2018009","","100000038",EMEA,USD,104011.85,92455.00,11556.85,"","",C
"0050008948","0000000019",2019-05-29,"0000000019",2019-06-01,K4,"2019005","","100000009",EMEA,USD,122091.71,108526.00,13565.71,"","",C
"0050009107","0000000018",2019-07-25,"0000000018",2019-07-27,K4,"2019007","","100000036",EMEA,USD,119633.59,106341.00,13292.59,"","",C
"0050009109","0000000018",2019-07-26,"0000000018",2019-07-28,K4,"2019007","","100000035",EMEA,USD,117311.60,104277.00,13034.60,"","",C
"0050009267","0000000003",2019-09-20,"0000000003",2019-09-23,K4,"2019009","","100000007",EMEA,USD,46010.25,40898.00,5112.25,"","",C
"0050009342","0000000019",2019-10-22,"0000000019",2019-10-23,K4,"2019010","","100000028",EMEA,USD,52425.00,46600.00,5825.00,"","",C
"0050009432","0000000003",2019-11-16,"0000000003",2019-11-19,K4,"2019011","","100000005",EMEA,USD,100041.71,88926.00,11115.71,"","",C
"0050009740","0000000019",2020-02-24,"0000000019",2020-02-27,K4,"2020002","","100000038",EMEA,USD,102446.96,91064.00,11382.96,"","",C
"0050009856","0000000018",2020-04-04,"0000000018",2020-04-05,K4,"2020004","","100000035",EMEA,USD,56167.86,49927.00,6240.86,"","",C
"0050010186","0000000018",2020-07-19,"0000000018",2020-07-22,K4,"2020007","","100000011",EMEA,USD,83927.21,74602.00,9325.21,"","",C
"0050010258","0000000018",2020-08-14,"0000000018",2020-08-17,K4,"2020008","","100000011",EMEA,USD,108848.23,96754.00,12094.23,"","",C
"0050010325","0000000018",2020-09-03,"0000000018",2020-09-06,K4,"2020009","","100000014",EMEA,USD,72952.86,64847.00,8105.86,"","",C
"0050010457","0000000018",2020-10-16,"0000000018",2020-10-18,K4,"2020010","","100000035",EMEA,USD,65809.12,58497.00,7312.12,"","",C
"0050010852","0000000018",2021-03-10,"0000000018",2021-03-11,K4,"2021003","","100000011",EMEA,USD,92405.24,82138.00,10267.24,"","",C
"0050010898","0000000019",2021-03-26,"0000000019",2021-03-27,K4,"2021003","","100000035",EMEA,USD,86953.49,77292.00,9661.49,"","",C
"0050010975","0000000018",2021-04-20,"0000000018",2021-04-22,K4,"2021004","","100000010",EMEA,USD,51691.50,45948.00,5743.50,"","",C
"0050010994","0000000018",2021-04-26,"0000000018",2021-04-27,K4,"2021004","","100000036",EMEA,USD,73191.35,65059.00,8132.35,"","",C
"0050011142","0000000003",2021-06-07,"0000000003",2021-06-08,K4,"2021006","","100000007",EMEA,USD,64293.75,57150.00,7143.75,"","",C
"0050011278","0000000019",2021-07-22,"0000000019",2021-07-24,K4,"2021007","","100000008",EMEA,USD,57233.25,50874.00,6359.25,"","",C
"0050011770","0000000003",2022-01-04,"0000000003",2022-01-05,K4,"2022001","","100000013",EMEA,USD,54718.87,48639.00,6079.87,"","",C
"0050011805","0000000018",2022-01-12,"0000000018",2022-01-15,K4,"2022001","","100000038",EMEA,USD,88910.97,79032.00,9878.97,"","",C
"0050011839","0000000003",2022-01-17,"0000000003",2022-01-18,K4,"2022001","","100000005",EMEA,USD,95046.72,84486.00,10560.72,"","",C
"0050012464","0000000018",2022-08-12,"0000000018",2022-08-14,K4,"2022008","","100000007",EMEA,USD,73238.60,65101.00,8137.60,"","",C
"0050012553","0000000018",2022-09-02,"0000000018",2022-09-04,K4,"2022009","","100000011",EMEA,USD,95927.61,85269.00,10658.61,"","",C
